FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin,TYPE_HOSP
NORTHERN CALIF REHABILITATION HOSPITAL,20074,2007,Private,0.19215427,Comparable
NORTHERN INYO HOSPITAL,20074,2007,Public,0.112872659,Comparable
NORTHRIDGE HOSPITAL MEDICAL CENTER,20074,2007,Private,0.130588105,Comparable
NOVATO COMMUNITY HOSPITAL - CURRENT LOC,20074,2007,Private,0.105610573,Comparable
O CONNOR HOSPITAL,20074,2007,Private,0.039294988,Comparable
OAK VALLEY DISTRICT HOSPITAL,20074,2007,Public,0.201168499,Comparable
OASIS PSYCHIATRIC HEALTH FACILITY,20074,2007,Private,-0.077001047,Psychiatric Health Facilities
OJAI VALLEY COMMUNITY HOSPITAL,20074,2007,Private,0.022356836,Comparable
OLYMPIA MEDICAL CENTER,20074,2007,Private,0.160620064,Comparable
ORANGE COAST MEMORIAL MEDICAL CENTER,20074,2007,Private,0.064075583,Comparable
OROVILLE HOSPITAL,20074,2007,Private,0.008171063,Comparable
PACIFIC ALLIANCE MEDICAL CENTER,20074,2007,Private,0.149684132,Comparable
PACIFIC HOSPITAL OF LONG BEACH,20074,2007,Private,0.143443144,Comparable
PACIFIC SHORES,20074,2007,Private,0.44970049,Comparable
PACIFICA HOSPITAL OF THE VALLEY,20074,2007,Private,-0.105604526,Comparable
PALM DRIVE HOSPITAL,20074,2007,Public,-0.072648581,Comparable
PALO VERDE HOSPITAL,20074,2007,Private,0.00146635,Comparable
PALOMAR MEDICAL CENTER,20074,2007,Public,0.059684277,Comparable
PARADISE VALLEY HOSPITAL,20074,2007,Private,-0.37151279,Comparable
PARKVIEW COMMUNITY HOSPITAL,20074,2007,Private,-0.017236345,Comparable
PATIENTS HOSPITAL OF REDDING,20074,2007,Private,0.003652365,Comparable
PATTON STATE HOSPITAL,20074,2007,Public,0.005352083,State Hospitals
PENINSULA MEDICAL CENTER,20074,2007,Private,0.102555289,Comparable
PETALUMA VALLEY HOSPITAL,20074,2007,Private,0.007477273,Comparable
PIONEERS MEMORIAL HOSPITAL,20074,2007,Public,0.013929148,Comparable
PLACENTIA-LINDA COMMUNITY HOSPITAL,20074,2007,Private,0.028034603,Comparable
PLUMAS DISTRICT HOSPITAL,20074,2007,Public,0.063110842,Comparable
POMERADO HOSPITAL,20074,2007,Public,0.052377843,Comparable
POMONA VALLEY HOSPITAL MEDICAL CENTER,20074,2007,Private,0.052323212,Comparable
PORTERVILLE STATE HOSPITAL,20074,2007,Public,-0.000164514,State Hospitals
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20074,2007,Private,0.088165199,Comparable
PROMISE HOSPITAL OF EAST LOS ANGELES,20074,2007,Private,-0.166349049,Comparable
PROMISE HOSPITAL OF SAN DIEGO,20074,2007,Private,0.286941856,Comparable
PROVIDENCE HOLY CROSS MEDICAL CENTER,20074,2007,Private,0.104807676,Comparable
PROVIDENCE LITTLE CO OF MARY MC-TORRANCE,20074,2007,Private,0.029355278,Comparable
PROVIDENCE LITTLE CO OF MARY-SAN PEDRO,20074,2007,Private,0.137808526,Comparable
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,20074,2007,Private,0.034720016,Comparable
PROVIDENCE TARZANA MEDICAL CENTER,20074,2007,Private,-0.089478306,Comparable
QUEEN OF THE VALLEY HOSPITAL,20074,2007,Private,0.107520788,Comparable
RADY CHILDRENS HOSPITAL-SAN DIEGO,20074,2007,Private,0.123529287,Comparable
RANCHO SPECIALTY HOSPITAL,20074,2007,Private,0.10716392,Comparable
REDLANDS COMMUNITY HOSPITAL,20074,2007,Private,0.024282677,Comparable
REDWOOD MEMORIAL HOSPITAL,20074,2007,Private,0.118032728,Comparable
REGIONAL MEDICAL CENTER OF SAN JOSE,20074,2007,Private,-0.067996164,Comparable
REHABILITATION INST AT SANTA BARBARA,20073,2007,Private,-1.67972632,Comparable
RESNICK NEUROPSYCHIATRIC HOSP AT UCLA,20074,2007,Private,-0.171685062,Comparable
RIDEOUT MEMORIAL HOSPITAL,20074,2007,Private,0.006711015,Comparable
RIDGECREST REGIONAL HOSPITAL,20074,2007,Private,0.11512129,Comparable
RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,20074,2007,Private,-0.057775917,Comparable
RIVERSIDE COMMUNITY HOSPITAL,20074,2007,Private,0.160050115,Comparable
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,20074,2007,Public,0.076374232,Comparable
RONALD REAGAN UCLA MEDICAL CENTER,20074,2007,Private,0.039165163,Comparable
SACRAMENTO COUNTY MENTAL HEALTH TRMT CTR,20074,2007,Public,-0.18293875,Psychiatric Health Facilities
SADDLEBACK MEMORIAL MEDICAL CENTER,20074,2007,Private,0.030769807,Comparable
SALINAS VALLEY MEMORIAL HOSPITAL,20074,2007,Public,0.093446338,Comparable
SAN ANTONIO COMMUNITY HOSPITAL,20074,2007,Private,0.138073928,Comparable
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20074,2007,Public,5.72184E-08,LTC Emphasis
SAN DIEGO HOSPICE ACUTE CARE CENTER,20074,2007,Private,-0.790114941,Comparable
SAN DIMAS COMMUNITY HOSPITAL,20074,2007,Private,0.025496465,Comparable
SAN FRANCISCO GENERAL HOSP MED CTR,20074,2007,Public,-0.738347807,Comparable
SAN GABRIEL VALLEY MEDICAL CENTER,20074,2007,Private,0.282490321,Comparable
SAN GORGONIO MEMORIAL HOSPITAL,20074,2007,Public,0.79128052,Comparable
SAN JOAQUIN COMMUNITY HOSPITAL,20074,2007,Private,0.049380307,Comparable
SAN JOAQUIN COUNTY MENTAL HEALTH SERVICE,20074,2007,Public,0,Psychiatric Health Facilities
SAN JOAQUIN GENERAL HOSPITAL,20074,2007,Public,-0.207706293,Comparable
SAN JOAQUIN VALLEY REHAB HOSPITAL,20074,2007,Private,0.263749474,Comparable
SAN LUIS OBISPO CO - PHF,20074,2007,Public,-1.902768283,Psychiatric Health Facilities
SAN MATEO MEDICAL CENTER,20074,2007,Public,0.037258746,Comparable
SAN RAMON REGIONAL MEDICAL CENTER,20074,2007,Private,0.066809655,Comparable
SANTA BARBARA COTTAGE HOSPITAL,20074,2007,Private,0.269194529,Comparable
SANTA BARBARA COUNTY - PHF,20074,2007,Public,-1.0982952,Psychiatric Health Facilities
SANTA CLARA VALLEY MEDICAL CENTER,20074,2007,Public,-0.08439636,Comparable
SANTA MONICA-UCLA MED CTR-ORTHOPAEDIC,20074,2007,Private,-0.043789199,Comparable
SANTA ROSA MEMORIAL HOSPITAL,20074,2007,Private,0.052201542,Comparable
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20074,2007,Private,0.05976018,Comparable
SCRIPPS GREEN HOSPITAL,20074,2007,Private,0.147237997,Comparable
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20074,2007,Private,0.061713574,Comparable
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA,20074,2007,Private,0.133060577,Comparable
SCRIPPS MERCY HOSPITAL,20074,2007,Private,0.019148061,Comparable
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20074,2007,Public,-0.125623945,Psychiatric Health Facilities
SENECA HEALTHCARE DISTRICT,20074,2007,Public,-0.024180446,Comparable
SEQUOIA HOSPITAL,20074,2007,Private,0.121881719,Comparable
SETON MEDICAL CENTER,20074,2007,Private,0.029936854,Comparable
SHARP CHULA VISTA MEDICAL CENTER,20074,2007,Private,0.088456003,Comparable
SHARP CORONADO HOSPITAL & HEALTHCARE CTR,20074,2007,Private,-0.002777158,Comparable
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20074,2007,Private,0.347609375,Comparable
SHARP MEMORIAL HOSPITAL,20074,2007,Private,0.03936889,Comparable
SHARP MESA VISTA HOSPITAL,20074,2007,Private,0.009332047,Comparable
SHARP VISTA PACIFICA,20074,2007,Private,0.099199005,Comparable
SHASTA REGIONAL MEDICAL CENTER,20074,2007,Private,-0.046832982,Comparable
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20074,2007,Private,0.06075752,Comparable
SHRINERS HOSPITAL FOR CHILDREN,20074,2007,Private,-149.4891101,Shriners Hospitals
SHRINERS HOSPITALS FOR CHILDREN NORTHERN,20074,2007,Private,#DIV/0!,Shriners Hospitals
SIERRA KINGS DISTRICT HOSPITAL,20074,2007,Public,0.233265122,Comparable
SIERRA NEVADA MEMORIAL HOSPITAL,20074,2007,Private,0.113993427,Comparable
SIERRA VIEW DISTRICT HOSPITAL,20074,2007,Public,0.129974268,Comparable
SIERRA VISTA HOSPITAL,20074,2007,Private,0.212022574,Comparable
SIERRA VISTA REGIONAL MEDICAL CENTER,20074,2007,Private,0.056858002,Comparable
SILVER LAKE MEDICAL CENTER,20074,2007,Private,0.075032051,Comparable
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20074,2007,Private,-0.096069966,Comparable
SONOMA DEVELOPMENTAL CENTER,20074,2007,Public,-0.000144027,State Hospitals
SONOMA VALLEY HOSPITAL,20074,2007,Public,0.010477671,Comparable
SONORA REGIONAL MEDICAL CENTER,20074,2007,Private,-0.007284039,Comparable
SOUTH BAY COMMUNITY HOSPITAL,20074,2007,Private,0.287181075,Comparable
SOUTH COAST MEDICAL CENTER,20074,2007,Private,-0.12528555,Comparable
SOUTHERN INYO HOSPITAL,20074,2007,Public,-0.127571925,Comparable
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20074,2007,Private,0.003886099,Comparable
ST. AGNES MEDICAL CENTER,20074,2007,Private,0.191292056,Comparable
ST. BERNARDINE MEDICAL CENTER,20074,2007,Private,0.040301672,Comparable
ST. ELIZABETH COMMUNITY HOSPITAL,20074,2007,Private,0.184447173,Comparable
ST. FRANCIS MEDICAL CENTER,20074,2007,Private,-0.014183836,Comparable
ST. FRANCIS MEMORIAL HOSPITAL,20074,2007,Private,0.154825823,Comparable
ST. HELENA HOSPITAL,20074,2007,Private,-0.030437868,Comparable
ST. HELENA HOSPITAL - CLEARLAKE,20074,2007,Private,-0.041046599,Comparable
ST. HELENA HOSPITAL BEH HLT CTR,20074,2007,Private,-0.012512827,Comparable
ST. JOHNS HOSPITAL AND HEALTH CENTER,20074,2007,Private,-0.036556392,Comparable
ST. JOHNS PLEASANT VALLEY HOSPITAL,20074,2007,Private,0.050099875,Comparable
ST. JOHNS REGIONAL MEDICAL CENTER,20074,2007,Private,-0.212447574,Comparable
ST. JOSEPH HOSPITAL - EUREKA,20074,2007,Private,-0.004734594,Comparable
ST. JOSEPH HOSPITAL - ORANGE,20074,2007,Private,0.064261758,Comparable
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20074,2007,Private,0.080577493,Comparable
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20074,2007,Private,-0.014846672,Comparable
ST. JUDE MEDICAL CENTER,20074,2007,Private,0.189626972,Comparable
ST. LOUISE REGIONAL HOSPITAL,20074,2007,Private,0.016563738,Comparable
ST. MARY  MEDICAL CENTER,20074,2007,Private,0.068446708,Comparable
ST. MARY MEDICAL CENTER,20074,2007,Private,0.012619248,Comparable
ST. MARYS MEDICAL CENTER,20074,2007,Private,0.012767283,Comparable
ST. ROSE HOSPITAL,20074,2007,Private,0.009588671,Comparable
ST. VINCENT MEDICAL CENTER,20074,2007,Private,0.231115231,Comparable
STANFORD UNIVERSITY HOSPITAL,20074,2007,Private,0.142855058,Comparable
STANISLAUS BEHAVIORNAL HEALTH CENTER,20074,2007,Public,0.847489039,Comparable
STANISLAUS SURG CENTER,20074,2007,Private,0.120556215,Comparable
STAR VIEW ADOLESCENT - PHF,20074,2007,Private,0.507132875,Psychiatric Health Facilities
SUMMIT MEDICAL CENTER,20074,2007,Private,0.008689193,Comparable
SURPRISE VALLEY COMMUNITY HOSPITAL,20074,2007,Public,-0.100362692,Comparable
SUTTER AMADOR HOSPITAL,20074,2007,Private,0.036344007,Comparable
SUTTER AUBURN FAITH HOSPITAL,20074,2007,Private,0.12619815,Comparable
SUTTER CENTER FOR PSYCHIATRY,20074,2007,Private,0.121560156,Comparable
SUTTER COAST HOSPITAL,20074,2007,Private,0.086224581,Comparable
SUTTER DAVIS HOSPITAL,20074,2007,Private,0.136192406,Comparable
SUTTER DELTA MEDICAL CENTER,20074,2007,Private,0.043048537,Comparable
SUTTER LAKESIDE HOSPITAL,20074,2007,Private,-0.016536758,Comparable
SUTTER MATERNITY & SURGERY CENTER,20074,2007,Private,0.23980928,Comparable
SUTTER MEDICAL CENTER OF SANTA ROSA,20074,2007,Private,-0.116266913,Comparable
SUTTER MEDICAL CENTER-SACRAMENTO,20074,2007,Private,0.089443584,Comparable
SUTTER ROSEVILLE MEDICAL CENTER,20074,2007,Private,0.14183621,Comparable
SUTTER SOLANO MEDICAL CENTER,20074,2007,Private,-0.04988502,Comparable
SUTTER TRACY COMMUNITY HOSPITAL,20074,2007,Private,0.212371093,Comparable
SUTTER-YUBA - PHF,20074,2007,Public,-0.731064277,Psychiatric Health Facilities
TAHOE FOREST HOSPITAL,20074,2007,Public,0.251309042,Comparable
TARZANA TREATMENT CENTER,20074,2007,Private,0.150256229,Comparable
TEHACHAPI HOSPITAL,20074,2007,Public,0.202480119,Comparable
TELECARE - WILLOW ROCK CENTER,20074,2007,Private,-0.542701544,Psychiatric Health Facilities
TELECARE HERITAGE - PHF,20074,2007,Private,-0.545522029,Psychiatric Health Facilities
TELECARE PLACER CO - P.H.F.,20074,2007,Private,-0.021151326,Psychiatric Health Facilities
TELECARE SOLANO - PHF,20074,2007,Private,-0.182903508,Psychiatric Health Facilities
TEMPLE COMMUNITY HOSPITAL,20074,2007,Private,-0.031422131,Comparable
THOUSAND OAKS SURGICAL HOSPITAL,20074,2007,Private,-0.224843622,Comparable
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20074,2007,Private,-0.031562091,Comparable
TOM REDGATE MEMORIAL RECOVERY CENTER,20074,2007,Private,-0.001278452,Comparable
TORRANCE MEMORIAL MEDICAL CENTER,20074,2007,Private,0.065823667,Comparable
TRI-CITY MEDICAL CENTER,20074,2007,Public,0.011856382,Comparable
TRI-CITY REGIONAL MEDICAL CENTER,20074,2007,Private,0.001382559,Comparable
TRINITY HOSPITAL,20074,2007,Public,-0.023399228,Comparable
TULARE DISTRICT HOSPITAL,20074,2007,Public,-0.011626857,Comparable
TUOLUMNE GENERAL MEDICAL FACILITY,20074,2007,Public,0.292462941,Comparable
TUSTIN REHABILITATION HOSPITAL,20074,2007,Private,-0.131308661,Comparable
TWIN CITIES COMMUNITY HOSPITAL,20074,2007,Private,0.102907511,Comparable
UCSF MEDICAL CENTER,20074,2007,Private,0.066092654,Comparable
UKIAH VALLEY MEDICAL CENTER,20074,2007,Private,0.029009051,Comparable
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20074,2007,Private,0.190849074,Comparable
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20074,2007,Private,0.031907554,Comparable
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20074,2007,Private,0.105405655,Comparable
USC KENNETH NORRIS JR. CANCER HOSPITAL,20074,2007,Private,0.043751004,Comparable
USC UNIVERSITY HOSPITAL,20074,2007,Private,-0.031596321,Comparable
VACA VALLEY HOSPITAL,20074,2007,Private,0.156321786,Comparable
VALLEY MEMORIAL HOSPITAL,20073,2007,Private,-0.038929202,Comparable
VALLEY PRESBYTERIAN HOSPITAL,20074,2007,Private,-0.014839557,Comparable
VALLEYCARE MEDICAL CENTER,20074,2007,Private,0.020631657,Comparable
VENTURA COUNTY MEDICAL CENTER,20074,2007,Public,-0.005406762,Comparable
VERDUGO HILLS HOSPITAL,20074,2007,Private,-0.004651663,Comparable
VIBRA HOSPITAL OF SAN DIEGO,20074,2007,Private,0.385098545,Comparable
VICTOR VALLEY COMMUNITY HOSPITAL,20074,2007,Private,-0.043267261,Comparable
VISTA HOSPITAL OF RIVERSIDE,20074,2007,Private,-0.750588606,Comparable
VISTA SPEC HSP OF SAN GABRIEL VLY,20074,2007,Private,0.181711252,Comparable
WASHINGTON HOSPITAL - FREMONT,20074,2007,Public,0.044807327,Comparable
WATSONVILLE COMMUNITY HOSPITAL,20074,2007,Private,-0.05632347,Comparable
WEST ANAHEIM MEDICAL CENTER,20074,2007,Private,-0.078418585,Comparable
WEST HILLS HOSPITAL & MEDICAL CENTER,20074,2007,Private,0.119881851,Comparable
WESTERN MEDICAL CENTER-ANAHEIM,20074,2007,Private,0.011531511,Comparable
WESTERN MEDICAL CENTER-SANTA ANA,20074,2007,Private,0.069769968,Comparable
WHITE MEMORIAL MEDICAL CENTER,20074,2007,Private,0.03621902,Comparable
WHITTIER HOSPITAL MEDICAL CENTER,20074,2007,Private,0.036192203,Comparable
WOODLAND MEMORIAL HOSPITAL,20074,2007,Private,0.087619657,Comparable
AGNEWS STATE HOSPITAL,20084,2008,Public,0,State Hospitals
AHMC ANAHEIM REGIONAL MEDICAL CENTER,20084,2008,Private,0.011936373,Comparable
ALAMEDA COUNTY MEDICAL CENTER,20084,2008,Public,0.040501422,Comparable
ALAMEDA HOSPITAL,20084,2008,Private,0.005792239,Comparable
ALHAMBRA HOSPITAL,20084,2008,Private,0.040208669,Comparable
ALTA BATES SUMMIT MED CTR-ALTA BATES,20084,2008,Private,0.115108549,Comparable
ALVARADO HOSPITAL,20084,2008,Private,0.058075963,Comparable
ALVARADO PARKWAY INSTITUTE BHS,20084,2008,Private,-0.245643305,Comparable
AMERICAN RECOVERY CENTER,20084,2008,Private,0.088170529,Comparable
ANAHEIM GENERAL HOSPITAL,20084,2008,Private,-1.544989896,Comparable
ANTELOPE VALLEY HOSPITAL,20084,2008,Public,-0.015844217,Comparable
ARROWHEAD REGIONAL MEDICAL CENTER,20084,2008,Public,-0.440982771,Comparable
ARROYO GRANDE COMMUNITY HOSPITAL,20084,2008,Private,-0.030317559,Comparable
ATASCADERO STATE HOSPITAL,20084,2008,Public,0.000437889,State Hospitals
AURORA CHARTER OAK,20084,2008,Private,0.30093048,Comparable
AURORA SAN DIEGO,20084,2008,Private,0.189496033,Comparable
AURORA VISTA DEL MAR HOSPITAL,20084,2008,Private,0.223722339,Comparable
BAKERSFIELD HEART HOSPITAL,20084,2008,Private,0.157395965,Comparable
BAKERSFIELD MEMORIAL HOSPITAL,20084,2008,Private,0.119734918,Comparable
BALLARD REHABILITATION HOSPITAL,20084,2008,Private,0.112364348,Comparable
BANNER LASSEN MEDICAL CENTER,20084,2008,Private,0.183118742,Comparable
BARLOW HOSPITAL,20084,2008,Private,0.071394917,Comparable
BARSTOW COMMUNITY HOSPITAL,20084,2008,Private,0.326781263,Comparable
BARTON MEMORIAL HOSPITAL,20084,2008,Private,-0.018471766,Comparable
BEAR VALLEY COMMUNITY HOSPITAL,20084,2008,Public,-0.122673544,Comparable
BELLFLOWER MEDICAL CENTER,20084,2008,Private,-0.142607943,Comparable
BETTY FORD CENTER OF EISENHOWER,20084,2008,Private,-0.305144984,Comparable
BEVERLY HOSPITAL,20084,2008,Private,-0.127532048,Comparable
BHC ALHAMBRA HOSPITAL,20084,2008,Private,0.355989666,Comparable
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20084,2008,Private,-0.060696339,Comparable
BROTMAN MEDICAL CENTER,20084,2008,Private,-0.110410493,Comparable
BUTTE COUNTY MENTAL HEALTH - PHF,20084,2008,Public,0,Psychiatric Health Facilities
CALIFORNIA HOSPITAL MEDICAL CENTER,20084,2008,Private,-0.0571486,Comparable
CALIFORNIA PACIFIC MEDDICAL CENTER-ST. LUKES CAMPUS,20084,2008,Private,-0.239398208,Comparable
CALIFORNIA PACIFIC MEDICAL CENTER,20084,2008,Private,0.134898461,Comparable
CANYON RIDGE HOSPITAL,20084,2008,Private,0.277928476,Comparable
CASA COLINA HOSPITAL FOR REHABILITATIVE,20084,2008,Private,0.04363083,Comparable
CATALINA ISLAND MEDICAL CENTER,20084,2008,Private,0.197988011,Comparable
CEDARS-SINAI MEDICAL CENTER,20084,2008,Private,0.092426413,Comparable
CENTINELA FREEMAN MED CENTER-CENTINELA,20084,2008,Private,-0.021444762,Comparable
CENTRAL VALLEY GENERAL HOSPITAL,20084,2008,Private,0.069426252,Comparable
CENTURY CITY DOCTORS HOSPITAL,20081,2008,Private,-0.473282986,Comparable
CHAPMAN MEDICAL CENTER,20084,2008,Private,-0.125468801,Comparable
CHILDRENS HOSPITAL - CENTRAL CALIFORNIA,20084,2008,Private,-0.058554969,Comparable
CHILDRENS HOSPITAL - LOS ANGELES,20084,2008,Private,-0.264222787,Comparable
CHILDRENS HOSPITAL - MISSION,20084,2008,Private,0.029594504,Comparable
CHILDRENS HOSPITAL - ORANGE COUNTY,20084,2008,Private,0.011680521,Comparable
CHILDRENS HOSPITAL & RESEARCH CENTER OAKLAND,20084,2008,Private,-0.100169996,Comparable
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20084,2008,Private,0.107105327,Comparable
CHINESE HOSPITAL,20084,2008,Private,0.154056715,Comparable
CHINO VALLEY MEDICAL CENTER,20084,2008,Private,0.122570727,Comparable
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20084,2008,Private,-0.017101705,Comparable
CITY OF HOPE NATIONAL MEDICAL CENTER,20084,2008,Private,0.028424185,Comparable
CLOVIS COMMUNITY MEDICAL CENTER,20084,2008,Private,0.159658127,Comparable
COALINGA REGIONAL MEDICAL CENTER,20084,2008,Public,0.127645159,Comparable
COALINGA STATE HOSPITAL,20084,2008,Public,0.000409026,State Hospitals
COAST PLAZA DOCTORS HOSPITAL,20084,2008,Private,-0.175715357,Comparable
COASTAL COMMUNITIES HOSPITAL,20084,2008,Private,0.028776987,Comparable
COLLEGE HOSPITAL,20084,2008,Private,0.090794172,Comparable
COLLEGE HOSPITAL COSTA MESA,20084,2008,Private,-0.045169157,Comparable
COLORADO RIVER MEDICAL CENTER,20084,2008,Private,0.504122392,Comparable
COLUSA REGIONAL MEDICAL CENTER,20084,2008,Private,-0.005151368,Comparable
COMMUNITY & MISSION HOSPITAL - HTG PARK,20084,2008,Private,-0.073989803,Comparable
COMMUNITY HOSPITAL OF LONG BEACH,20084,2008,Private,0.031387869,Comparable
COMMUNITY HOSPITAL OF LOS GATOS,20084,2008,Private,-0.234813534,Comparable
COMMUNITY HOSPITAL OF MONTEREY PENINSULA,20084,2008,Private,0.092288064,Comparable
COMMUNITY HOSPITAL OF SAN BERNARDINO,20084,2008,Private,-0.059203172,Comparable
COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,20084,2008,Private,-0.03509135,Comparable
COMMUNITY REGIONAL MEDICAL CENTER,20084,2008,Private,0.031830564,Comparable
CONTRA COSTA REGIONAL MEDICAL CENTER,20084,2008,Public,0.031000964,Comparable
CORCORAN DISTRICT HOSPITAL,20084,2008,Public,0.040041939,Comparable
CORONA REGIONAL MEDICAL CENTER,20084,2008,Private,0.136302641,Comparable
CRESTWOOD PHF - BAKERSFIELD,20084,2008,Private,0.183524954,Psychiatric Health Facilities
DAMERON HOSPITAL,20084,2008,Private,0.050135096,Comparable
DEL AMO HOSPITAL,20084,2008,Private,0.202215819,Comparable
DELANO REGIONAL MEDICAL CENTER,20084,2008,Private,0.163695313,Comparable
DESERT REGIONAL MEDICAL CENTER,20084,2008,Private,0.078571562,Comparable
DESERT VALLEY HOSPITAL,20084,2008,Private,0.015147271,Comparable
DOCTORS HOSPITAL OF MANTECA,20084,2008,Private,0.263179957,Comparable
DOCTORS HOSPITAL OF WEST COVINA,20084,2008,Private,0.004225755,Comparable
DOCTORS MEDICAL CENTER,20084,2008,Private,0.004331126,Comparable
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20084,2008,Private,0.025696778,Comparable
DOWNEY COMMUNITY HOSPITAL,20084,2008,Private,-0.007133966,Comparable
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20084,2008,Private,-0.024168112,Comparable
E & L MILLER CHILDRENS HOSPITAL,20084,2008,Private,-0.106188852,Comparable
EAST LOS ANGELES DOCTORS HOSPITAL,20084,2008,Private,-0.038116167,Comparable
EAST VALLEY HOSPITAL MED CENTER,20084,2008,Private,0.003324227,Comparable
EASTERN PLUMAS HEALTH CARE,20084,2008,Public,-0.031146893,Comparable
EDEN MEDICAL CENTER,20084,2008,Private,0.067160483,Comparable
EISENHOWER MEDICAL CENTER,20084,2008,Private,0.018866514,Comparable
EL CAMINO HOSPITAL,20084,2008,Private,0.146343451,Comparable
EL CENTRO REGIONAL MEDICAL CENTER,20084,2008,Public,0.034161119,Comparable
EL DORADO COUNTY MENTAL HEALTH - PHF,20084,2008,Public,0,Psychiatric Health Facilities
EMANUEL MEDICAL CENTER,20084,2008,Private,-0.092061342,Comparable
ENCINO MEDICAL CENTER,20084,2008,Private,-0.280597347,Comparable
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20084,2008,Private,0.061444802,Comparable
FAIRCHILD MEDICAL CENTER,20084,2008,Private,0.041287823,Comparable
FAIRVIEW DEVELOPMENTAL CENTER,20084,2008,Public,-0.000451743,State Hospitals
FALLBROOK HOSPITAL DISTRICT,20084,2008,Public,0.064485612,Comparable
FEATHER RIVER HOSPITAL,20084,2008,Private,-0.018312726,Comparable
FOOTHILL PRESBYTERIAN HOSPITAL,20084,2008,Private,0.006261619,Comparable
FOUNTAIN VALLEY REGIONAL HOSPITAL & MED CENTER - EUCLID,20084,2008,Private,0.049792759,Comparable
FRANK R HOWARD MEMORIAL HOSPITAL,20084,2008,Private,0.093067278,Comparable
FREMONT HOSPITAL,20084,2008,Private,0.275196177,Comparable
FRENCH HOSPITAL MEDICAL CENTER,20084,2008,Private,0.081216589,Comparable
FRESNO COUNTY - PHF,20084,2008,Public,-1.333911771,Psychiatric Health Facilities
FRESNO HEART & SURGICAL HOSPITAL,20084,2008,Private,0.075143973,Comparable
FRESNO SURGICAL HOSPITAL,20084,2008,Private,0.023560628,Comparable
GARDEN GROVE HOSPITAL & MEDICAL CENTER,20084,2008,Private,-0.014158106,Comparable
GARFIELD MEDICAL CENTER,20084,2008,Private,0.063033475,Comparable
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20084,2008,Private,-0.003613208,Comparable
GEORGE L. MEE MEMORIAL HOSPITAL,20084,2008,Private,-0.23124333,Comparable
GLENDALE ADVENTIST MEDICAL CENTER,20084,2008,Private,0.029404716,Comparable
GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,20084,2008,Private,-0.057104522,Comparable
GLENN MEDICAL CENTER,20084,2008,Private,0.033171857,Comparable
GOLETA VALLEY COTTAGE HOSPITAL,20084,2008,Private,0.10987207,Comparable
GOOD SAMARITAN HOSPITAL -  BAKERSFIELD,20084,2008,Private,-0.167035913,Comparable
GOOD SAMARITAN HOSPITAL - LA,20084,2008,Private,0.018663251,Comparable
GOOD SAMARITAN HOSPITAL - SAN JOSE,20084,2008,Private,0.073727973,Comparable
GREATER EL MONTE COMMUNITY HOSPITAL,20084,2008,Private,-0.43340211,Comparable
GROSSMONT HOSPITAL,20084,2008,Private,0.018532434,Comparable
HANFORD COMMUNITY HOSPITAL,20084,2008,Private,0.084402697,Comparable
HAZEL HAWKINS MEMORIAL HOSPITAL,20084,2008,Public,0.015320345,Comparable
HEALDSBURG DISTRICT HOSPITAL,20084,2008,Public,0.132988193,Comparable
HEALTHBRIDGE CHILDRENS REHAB,20084,2008,Private,-0.002714447,Comparable
HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,20084,2008,Private,0.275535042,Comparable
HEALTHSOUTH TUSTIN REHAB HOSPITAL,20084,2008,Private,0.033198764,Comparable
HEBREW HOME FOR THE AGED DISABLED,20084,2008,Private,-0.168838464,LTC Emphasis
HEMET VALLEY MEDICAL CENTER,20084,2008,Public,0.000759195,Comparable
