FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin
DELANO REGIONAL MEDICAL CENTER,20084,,Private,0.163695313
DESERT REGIONAL MEDICAL CENTER,20084,,Private,0.078571562
DESERT VALLEY HOSPITAL,20084,,Private,0.015147271
DOCTORS HOSPITAL OF MANTECA,20084,,Private,0.263179957
DOCTORS HOSPITAL OF WEST COVINA,20084,,Private,0.004225755
DOCTORS MEDICAL CENTER,20084,,Private,0.004331126
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20084,,Private,0.025696778
DOWNEY COMMUNITY HOSPITAL,20084,,Private,-0.007133966
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20084,,Private,-0.024168112
E & L MILLER CHILDRENS HOSPITAL,20084,,Private,-0.106188852
EAST LOS ANGELES DOCTORS HOSPITAL,20084,,Private,-0.038116167
EAST VALLEY HOSPITAL MED CENTER,20084,,Private,0.003324227
EASTERN PLUMAS HEALTH CARE,20084,,Public,-0.031146893
EDEN MEDICAL CENTER,20084,,Private,0.067160483
EISENHOWER MEDICAL CENTER,20084,,Private,0.018866514
EL CAMINO HOSPITAL,20084,,Private,0.146343451
EL CENTRO REGIONAL MEDICAL CENTER,20084,,Public,0.034161119
EL DORADO COUNTY MENTAL HEALTH - PHF,20084,,Public,0
EMANUEL MEDICAL CENTER,20084,,Private,-0.092061342
ENCINO MEDICAL CENTER,20084,,Private,-0.280597347
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20084,,Private,0.061444802
FAIRCHILD MEDICAL CENTER,20084,,Private,0.041287823
FAIRVIEW DEVELOPMENTAL CENTER,20084,,Public,-0.000451743
FALLBROOK HOSPITAL DISTRICT,20084,,Public,0.064485612
FEATHER RIVER HOSPITAL,20084,,Private,-0.018312726
FOOTHILL PRESBYTERIAN HOSPITAL,20084,,Private,0.006261619
FOUNTAIN VALLEY REGIONAL HOSPITAL & MED CENTER - EUCLID,20084,,Private,0.049792759
FRANK R HOWARD MEMORIAL HOSPITAL,20084,,Private,0.093067278
FREMONT HOSPITAL,20084,,Private,0.275196177
FRENCH HOSPITAL MEDICAL CENTER,20084,,Private,0.081216589
FRESNO COUNTY - PHF,20084,,Public,-1.333911771
FRESNO HEART & SURGICAL HOSPITAL,20084,,Private,0.075143973
FRESNO SURGICAL HOSPITAL,20084,,Private,0.023560628
GARDEN GROVE HOSPITAL & MEDICAL CENTER,20084,,Private,-0.014158106
GARFIELD MEDICAL CENTER,20084,,Private,0.063033475
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20084,,Private,-0.003613208
GEORGE L. MEE MEMORIAL HOSPITAL,20084,,Private,-0.23124333
GLENDALE ADVENTIST MEDICAL CENTER,20084,,Private,0.029404716
GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,20084,,Private,-0.057104522
GLENN MEDICAL CENTER,20084,,Private,0.033171857
GOLETA VALLEY COTTAGE HOSPITAL,20084,,Private,0.10987207
GOOD SAMARITAN HOSPITAL -  BAKERSFIELD,20084,,Private,-0.167035913
GOOD SAMARITAN HOSPITAL - LA,20084,,Private,0.018663251
GOOD SAMARITAN HOSPITAL - SAN JOSE,20084,,Private,0.073727973
GREATER EL MONTE COMMUNITY HOSPITAL,20084,,Private,-0.43340211
GROSSMONT HOSPITAL,20084,,Private,0.018532434
HANFORD COMMUNITY HOSPITAL,20084,,Private,0.084402697
HAZEL HAWKINS MEMORIAL HOSPITAL,20084,,Public,0.015320345
HEALDSBURG DISTRICT HOSPITAL,20084,,Public,0.132988193
HEALTHBRIDGE CHILDRENS REHAB,20084,,Private,-0.002714447
HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,20084,,Private,0.275535042
HEALTHSOUTH TUSTIN REHAB HOSPITAL,20084,,Private,0.033198764
HEBREW HOME FOR THE AGED DISABLED,20084,,Private,-0.168838464
HEMET VALLEY MEDICAL CENTER,20084,,Public,0.000759195
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,20084,,Private,0.022475849
HERITAGE OAKS HOSPITAL,20084,,Private,0.335466976
HI-DESERT MEDICAL CENTER,20084,,Public,0.044700556
HOAG HOSPITAL - IRVINE,20084,,Private,-0.086824471
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20084,,Private,-0.293410286
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,20084,,Private,0.22917631
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20084,,Private,0.018329276
HUNTINGTON BEACH HOSPITAL,20084,,Private,0.056831258
HUNTINGTON MEMORIAL HOSPITAL,20084,,Private,-0.129175854
JEROLD PHELPS COMMUNITY HOSPITAL,20084,,Public,-0.236395142
JOHN C FREMONT HEALTHCARE DISTRICT,20084,,Public,-0.009179687
JOHN F. KENNEDY MEMORIAL HOSPITAL,20084,,Private,-0.103405867
JOHN MUIR BEHAVIORAL HEALTH CENTER,20084,,Private,-0.099368958
JOHN MUIR MED CENTER - CONCORD CAMPUS,20084,,Private,-0.021502398
JOHN MUIR MED CENTER - WALNUT CREEK CAMPUS,20084,,Private,0.087517682
JOYCE EISENBERG KEEFER MEDICAL CENTER,20084,,Private,-0.065870211
KAISER FND HOSPITAL - ANAHEIM,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - ANTIOCH,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - BALDWIN PARK,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - BELLFLOWER,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - FONTANA,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - FRESNO,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - GEARY (S.F.),20084,,Private,#DIV/0!
KAISER FND HOSPITAL - HARBOR CITY,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - HAYWARD,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - MANTECA,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - OAKLAND CAMPUS,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - PANORAMA CITY,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - REDWOOD CITY,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - RIVERSIDE,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SACRAMENTO,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SAN DIEGO,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SAN JOSE,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SAN RAFAEL,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA CLARA,20081,,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA CLARA,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA ROSA,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SOUTH SACRAMENTO,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SOUTH SAN FRANCISCO,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - SUNSET,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - WALNUT CREEK,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - WEST LA,20084,,Private,#DIV/0!
KAISER FND HOSPITAL - WOODLAND HILLS,20084,,Private,#DIV/0!
KAISER FND HOSPITAL REHAB CENTER - VALLEJO,20084,,Private,#DIV/0!
KAISER FOUNDATION NORTHERN REGION,20084,,Private,0.144358354
KAISER FOUNDATION SOUTHERN REGION,20084,,Private,0.116882805
KAWEAH DELTA MEDICAL CENTER,20084,,Public,0.038159975
KEDREN COMMUNITY MENTAL HEALTH CENTER,20084,,Private,0.054832971
KENTFIELD REHABILITATION CENTER,20084,,Private,0.185884807
KERN MEDICAL CENTER,20084,,Public,-0.166845849
KERN VALLEY HEALTHCARE DISTRICT,20084,,Public,0.024565895
KINDRED HOSPITAL -  BREA,20084,,Private,0.180571315
KINDRED HOSPITAL -  ONTARIO,20084,,Private,0.378837959
KINDRED HOSPITAL -  SAN FRANCISCO BAY AREA,20084,,Private,0.252817242
KINDRED HOSPITAL -  WESTMINSTER,20084,,Private,0.171040906
KINDRED HOSPITAL - LA MIRADA,20084,,Private,0.288413953
KINDRED HOSPITAL - LOS ANGELES,20084,,Private,0.20609156
KINDRED HOSPITAL - MODESTO,20084,,Private,-0.31127583
KINDRED HOSPITAL - SACRAMENTO,20084,,Private,0.216405857
KINDRED HOSPITAL - SAN DIEGO,20084,,Private,0.093991485
KINGSBURG MEDICAL HOSPITAL,20084,,Public,-0.277728616
LA CASA PSYCHIATRIC HEALTH FACILITY,20084,,Private,0.060871146
LA PALMA INTERCOMMUNITY HOSPITAL,20084,,Private,0.053988009
LAC/HARBOR+UCLA MEDICAL CENTER,20084,,Public,-0.074042911
LAC/OLIVE VIEW -UCLA MEDICAL CENTER,20084,,Public,-0.571545688
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,20084,,Public,0.098271249
LAC/USC MEDICAL CENTER,20084,,Public,0.136975917
LAGUNA HONDA HOSPITAL & REHAB CENTER,20084,,Public,-0.065230811
LAKEWOOD REGIONAL MEDICAL CENTER - SOUTH,20084,,Private,-0.025966244
LANCASTER COMMUNITY HOSPITAL,20084,,Private,-0.092276779
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20084,,Private,-0.07274663
LANTERMAN STATE HOSPITAL AND DEVELOPMENT,20084,,Public,0.000139296
LAS ENCINAS HOSPITAL,20084,,Private,0.155573263
LODI MEMORIAL HOSPITAL,20084,,Private,-0.012573844
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICIN,20084,,Private,0.04770372
LOMA LINDA UNIVERSITY MEDICAL CENTER,20084,,Private,-0.023167997
LOMPOC VALLEY MEDICAL CENTER,20084,,Public,0.099190546
LONG BEACH MEMORIAL MEDICAL CENTER,20084,,Private,0.120843592
LOS ALAMITOS MEDICAL CENTER,20084,,Private,0.134053261
LOS ANGELES COMMUNITY HOSPITAL,20084,,Private,0.231792632
LOS ANGELES METROPOLITAN MEDICAL CENTER,20084,,Private,0.121007394
LOS ROBLES REGIONAL MEDICAL CENTER,20084,,Private,0.136636077
LUCILE S PACKARD CHILDRENS HOSPITAL,20084,,Private,-0.037653565
MAD RIVER COMMUNITY HOSPITAL,20084,,Private,-0.122487243
MADERA COMMUNITY HOSPITAL,20084,,Private,-0.050035864
MAMMOTH HOSPITAL,20084,,Public,-0.08521158
MARIAN MEDICAL CENTER,20084,,Private,0.089889569
MARIE GREEN PSYCHIATRIC CENTER,20084,,Public,0
MARIN GENERAL HOSPITAL,20084,,Private,0.071807117
MARINA DEL REY HOSPITAL,20084,,Private,0.073828256
MARK TWAIN ST. JOSEPHS HOSPITAL,20084,,Private,0.015718008
MARSHALL MEDICAL CENTER,20084,,Private,-0.10287396
MAYERS MEMORIAL HOSPITAL,20084,,Public,-0.114277492
MEMORIAL HOSPITAL GARDENA,20084,,Private,0.011578463
MEMORIAL HOSPITAL LOS BANOS,20084,,Private,0.031796102
MEMORIAL HOSPITAL MODESTO,20084,,Private,0.158281286
MENDOCINO COAST DISTRICT HOSPTIAL,20084,,Public,0.050628889
MENIFEE VALLEY MEDICAL CENTER,20084,,Public,-0.061388143
MENLO PARK SURGICAL HOSPITAL,20084,,Private,0.114452232
MERCY GENERAL HOSPITAL,20084,,Private,0.054423822
MERCY HOSPITAL - BAKERSFIELD,20084,,Private,0.120296199
MERCY HOSPITAL - FOLSOM,20084,,Private,0.096861176
MERCY HOSPITAL - MT. SHASTA,20084,,Private,0.042686752
MERCY MEDICAL CENTER,20084,,Private,-0.001391959
MERCY MERCED MED CENTER - COMMUNITY CAMPUS,20084,,Private,0.096589353
MERCY SAN JUAN HOSPITAL,20084,,Private,0.038576219
MERRITT PERALTA INSTITUTE CDRH,20084,,Private,-0.650677692
METHODIST HOSPITAL OF SACRAMENTO,20084,,Private,0.027389148
METHODIST HOSPITAL OF SOUTHERN CAL,20084,,Private,-0.067253606
METROPOLITAN STATE HOSPITAL,20084,,Public,5.891299091
MIRACLE MILE MEDICAL CENTER,20084,,Private,0.341378887
MISSION COMMUNITY HOSPITAL - PANORAMA,20084,,Private,-0.017161692
MISSION HOSPITAL REGIONAL MEDICAL CENTER,20084,,Private,-0.004270806
MODOC MEDICAL CENTER,20084,,Public,-0.320408892
MONROVIA MEMORIAL HOSPITAL,20084,,Private,-0.316035987
MONTCLAIR HOSPITAL MEDICAL CENTER,20084,,Private,0.056876504
MONTEREY PARK HOSPITAL,20084,,Private,0.031224092
MORENO VALLEY COMMUNITY HOSPITAL,20084,,Public,-0.108398799
MOTION PICTURE & TELEVISION HOSPITAL,20084,,Private,-0.36090549
MOUNTAINS COMMUNITY HOSPITAL,20084,,Public,-0.122146205
NAPA STATE HOSPITAL,20084,,Public,6.599857655
NATIVIDAD MEDICAL CENTER,20084,,Public,0.070447845
NELSON M HOLDERMAN MEMORIAL HOSPITAL,20084,,Public,0
NEWPORT BAY HOSPITAL,20084,,Private,0.072233049
NEWPORT SPECIALTY HOSPITAL,20084,,Private,0.089438172
NORTH BAY MEDICAL CENTER,20084,,Private,-0.060950048
NORTH VALLEY - SOLANO COUNTY PHF,20084,,Private,-0.22941258
NORTH VALLEY BEHAVIORAL HEALTH-PHF,20084,,Private,0.177206983
NORTHERN CALIFORNIA REHABILITATION HOSPITAL,20084,,Private,0.238873808
NORTHERN INYO HOSPITAL,20084,,Public,0.122215201
NORTHRIDGE HOSPITAL MEDICAL CENTER,20084,,Private,0.100635998
NOVATO COMMUNITY HOSPITAL - CURRENT LOC,20084,,Private,0.0944557
O CONNOR HOSPITAL,20084,,Private,-0.109004359
OAK VALLEY DISTRICT HOSPITAL,20084,,Public,-0.127860426
OASIS PSYCHIATRIC HEALTH FACILITY,20084,,Private,0.060179283
OJAI VALLEY COMMUNITY HOSPITAL,20084,,Private,0.037349132
OLYMPIA MEDICAL CENTER,20084,,Private,0.014146926
ORANGE COAST MEMORIAL MEDICAL CENTER,20084,,Private,0.059414744
OROVILLE HOSPITAL,20084,,Private,0.01995264
PACIFIC ALLIANCE MEDICAL CENTER,20084,,Private,0.107273998
PACIFIC HOSPITAL OF LONG BEACH,20084,,Private,0.122177343
PACIFIC SHORES,20084,,Private,0.483733453
PACIFICA HOSPITAL OF THE VALLEY,20084,,Private,-0.22971073
PALM DRIVE HOSPITAL,20084,,Public,-0.034834809
PALO VERDE HOSPITAL,20084,,Private,-0.101271463
PALOMAR MEDICAL CENTER,20084,,Public,0.059989868
PARADISE VALLEY HOSPITAL,20084,,Private,0.001948201
PARKVIEW COMMUNITY HOSPITAL,20084,,Private,0.014779408
PATIENTS HOSPITAL OF REDDING,20084,,Private,0.043263861
PATTON STATE HOSPITAL,20084,,Public,-7.199486678
PENINSULA MEDICAL CENTER,20084,,Private,0.163781806
PETALUMA VALLEY HOSPITAL,20084,,Private,-0.003037405
PIONEERS MEMORIAL HOSPITAL,20084,,Public,0.00449179
PLACENTIA-LINDA COMMUNITY HOSPITAL,20084,,Private,0.072923409
PLUMAS DISTRICT HOSPITAL,20084,,Public,0.018286407
POMERADO HOSPITAL,20084,,Public,0.004711509
POMONA VALLEY HOSPITAL MEDICAL CENTER,20084,,Private,0.052173236
PORTERVILLE STATE HOSPITAL,20084,,Public,-9.55316E-05
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20084,,Private,-0.18515204
PROMISE HOSPITAL OF EAST LOS ANGELES,20084,,Private,-0.231072322
PROMISE HOSPITAL OF SAN DIEGO,20084,,Private,0.400885231
PROVIDENCE HOLY CROSS MEDICAL CENTER,20084,,Private,0.078424525
PROVIDENCE LITTLE CO OF MARY - SAN PEDRO,20084,,Private,-0.073735676
PROVIDENCE LITTLE CO OF MARY MEDICAL CENTER - TORRANCE,20084,,Private,-0.028465348
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,20084,,Private,0.00772833
PROVIDENCE TARZANA MEDICAL CENTER,20084,,Private,-0.287329703
QUEEN OF THE VALLEY HOSPITAL,20084,,Private,-0.07917572
RADY CHILDRENS HOSPITAL - SAN DIEGO,20084,,Private,-0.293344147
RANCHO SPECIALTY HOSPITAL,20084,,Private,0.119611308
REDLANDS COMMUNITY HOSPITAL,20084,,Private,0.016603339
REDWOOD MEMORIAL HOSPITAL,20084,,Private,-0.110507896
REGIONAL MEDICAL CENTER OF SAN JOSE,20084,,Private,-0.080770745
RESNICK NEUROPSYCHIATRIC HOSP AT UCLA,20084,,Private,-0.028406728
RIDEOUT MEMORIAL HOSPITAL,20084,,Private,0.016371886
RIDGECREST REGIONAL HOSPITAL,20084,,Private,0.065921047
RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,20084,,Private,-0.069039313
RIVERSIDE COMMUNITY HOSPITAL,20084,,Private,0.144111137
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,20084,,Public,0.026610171
RONALD REAGAN UCLA MEDICAL CENTER,20084,,Private,0.037831864
ROYALE  MISSION VIEJO - PHF,20084,,Private,-0.004256705
SACRAMENTO COUNTY MENTAL HEALTH TRMT CENTER,20084,,Public,-0.54186817
SADDLEBACK MEMORIAL MEDICAL CENTER,20084,,Private,0.07427948
SALINAS VALLEY MEMORIAL HOSPITAL,20084,,Public,0.061297947
SAN ANTONIO COMMUNITY HOSPITAL,20084,,Private,-0.003571801
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20084,,Public,-2.9047E-08
SAN DIEGO HOSPICE ACUTE CARE CENTER,20084,,Private,-0.997276339
SAN DIMAS COMMUNITY HOSPITAL,20084,,Private,0.135525608
SAN FRANCISCO GENERAL HOSPITAL MED CENTER,20084,,Public,-0.438766781
SAN GABRIEL VALLEY MEDICAL CENTER,20084,,Private,0.024571881
SAN GORGONIO MEMORIAL HOSPITAL,20084,,Public,-0.562877237
SAN JOAQUIN COMMUNITY HOSPITAL,20084,,Private,0.062777376
SAN JOAQUIN COUNTY MENTAL HEALTH SERVICE,20084,,Public,0
SAN JOAQUIN GENERAL HOSPITAL,20084,,Public,-0.170201275
SAN JOAQUIN VALLEY REHAB HOSPITAL,20084,,Private,0.258247564
SAN LUIS OBISPO CO - PHF,20084,,Public,-1.463993515
SAN MATEO MEDICAL CENTER,20084,,Public,0.000842915
SAN RAMON REGIONAL MEDICAL CENTER,20084,,Private,0.069624315
SANTA BARBARA COTTAGE HOSPITAL,20084,,Private,-0.19800032
SANTA BARBARA COUNTY - PHF,20084,,Public,-1.235974945
SANTA CLARA VALLEY MEDICAL CENTER,20084,,Public,-0.051716378
SANTA MONICA-UCLA MED CTR-ORTHOPAEDIC,20084,,Private,-0.023036732
SANTA ROSA MEMORIAL HOSPITAL,20084,,Private,-0.024900837
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20084,,Private,0.100138274
SCRIPPS GREEN HOSPITAL,20084,,Private,0.195143357
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20084,,Private,0.061518284
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20084,,Private,0.128794636
SCRIPPS MERCY HOSPITAL,20084,,Private,0.012347569
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20084,,Public,-0.090460106
SENECA HEALTHCARE DISTRICT,20084,,Public,-0.064409577
SEQUOIA HOSPITAL,20084,,Private,0.013838664
SETON MEDICAL CENTER,20084,,Private,-0.036999399
SHARP CHULA VISTA MEDICAL CENTER,20084,,Private,0.01044554
SHARP CORONADO HOSPITAL & HEALTHCARE CENTER,20084,,Private,-0.001785103
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20084,,Private,0.258428827
SHARP MEMORIAL HOSPITAL,20084,,Private,0.042091197
SHARP MESA VISTA HOSPITAL,20084,,Private,0.018165724
SHARP VISTA PACIFICA,20084,,Private,0.08172812
SHASTA REGIONAL MEDICAL CENTER,20084,,Private,0.167499799
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20084,,Private,0.083864074
SHRINERS HOSPITAL FOR CHILDREN,20084,,Private,-144.4807794
SHRINERS HOSPITAL FOR CHILDREN NORTHERN,20084,,Private,#DIV/0!
SIERRA KINGS DISTRICT HOSPITAL,20084,,Public,-0.05384327
SIERRA NEVADA MEMORIAL HOSPITAL,20084,,Private,-0.178060602
SIERRA VIEW DISTRICT HOSPITAL,20084,,Public,0.079961432
SIERRA VISTA HOSPITAL,20084,,Private,0.112574405
SIERRA VISTA REGIONAL MEDICAL CENTER,20084,,Private,0.054190738
SILVER LAKE MEDICAL CENTER,20084,,Private,-0.106487781
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20084,,Private,-0.097489394
SONOMA DEVELOPMENTAL CENTER,20084,,Public,3.00464E-05
SONOMA VALLEY HOSPITAL,20084,,Public,-0.070441968
SONORA REGIONAL MEDICAL CENTER,20084,,Private,0.00777575
SOUTH BAY COMMUNITY HOSPITAL,20084,,Private,0.166811706
SOUTH COAST MEDICAL CENTER,20084,,Private,-0.150825411
SOUTHERN INYO HOSPITAL,20084,,Public,0.057865276
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20084,,Private,0.020033114
ST. AGNES MEDICAL CENTER,20084,,Private,-0.162696576
ST. BERNARDINE MEDICAL CENTER,20084,,Private,0.019071762
ST. ELIZABETH COMMUNITY HOSPITAL,20084,,Private,0.082127869
ST. FRANCIS MEDICAL CENTER,20084,,Private,-0.076214923
ST. FRANCIS MEMORIAL HOSPITAL,20084,,Private,-0.179544196
ST. HELENA HOSPITAL,20084,,Private,-0.05734142
ST. HELENA HOSPITAL - CLEARLAKE,20084,,Private,-0.117710875
ST. HELENA HOSPITAL BEHAVIORAL HEALTH CENTER,20084,,Private,-0.055126885
ST. JOHNS HOSPITAL AND HEALTH CENTER,20084,,Private,-0.07547325
ST. JOHNS PLEASANT VALLEY HOSPITAL,20084,,Private,-0.024310038
ST. JOHNS REGIONAL MEDICAL CENTER,20084,,Private,0.011796463
ST. JOSEPH HOSPITAL - EUREKA,20084,,Private,0.054379432
ST. JOSEPH HOSPITAL - ORANGE,20084,,Private,-0.072104457
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20084,,Private,-0.084485276
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20084,,Private,-0.072898958
ST. JUDE MEDICAL CENTER,20084,,Private,-0.092390816
ST. LOUISE REGIONAL HOSPITAL,20084,,Private,-0.097009651
ST. MARY  MEDICAL CENTER,20084,,Private,-0.024844341
ST. MARY MEDICAL CENTER,20084,,Private,-0.002423396
ST. MARYS MEDICAL CENTER,20084,,Private,-0.012628716
ST. ROSE HOSPITAL,20084,,Private,0.004758392
ST. VINCENT MEDICAL CENTER,20084,,Private,0.164522436
STANFORD UNIVERSITY HOSPITAL,20084,,Private,-0.118247068
STANISLAUS SURG CENTER,20084,,Private,0.055796199
STAR VIEW ADOLESCENT - PHF,20084,,Private,0.555521217
SUMMIT MEDICAL CENTER,20084,,Private,0.043070093
SURPRISE VALLEY COMMUNITY HOSPITAL,20084,,Public,-0.091285285
SUTTER AMADOR HOSPITAL,20084,,Private,-0.019393489
SUTTER AUBURN FAITH HOSPITAL,20084,,Private,0.028311017
SUTTER CENTER FOR PSYCHIATRY,20084,,Private,0.046137609
SUTTER COAST HOSPITAL,20084,,Private,0.037200984
SUTTER DAVIS HOSPITAL,20084,,Private,0.148144669
SUTTER DELTA MEDICAL CENTER,20084,,Private,-0.030706159
SUTTER LAKESIDE HOSPITAL,20084,,Private,-0.051547701
SUTTER MATERNITY & SURGERY CENTER,20084,,Private,0.232355465
SUTTER MEDICAL CENTER OF SANTA ROSA,20084,,Private,-0.151516555
SUTTER MEDICAL CENTER-SACRAMENTO,20084,,Private,0.129338104
SUTTER ROSEVILLE MEDICAL CENTER,20084,,Private,0.183615306
SUTTER SOLANO MEDICAL CENTER,20084,,Private,-0.042980535
SUTTER TRACY COMMUNITY HOSPITAL,20084,,Private,0.158106603
SUTTER-YUBA - PHF,20084,,Public,-0.959306444
TAHOE FOREST HOSPITAL,20084,,Public,-0.009938255
TARZANA TREATMENT CENTER,20084,,Private,0.398888705
TEHACHAPI HOSPITAL,20084,,Public,0.114127059
TELECARE - WILLOW ROCK CENTER,20084,,Private,-0.514694063
TELECARE HERITAGE - PHF,20084,,Private,-0.312962234
TELECARE PLACER CO - PHF,20084,,Private,0.073720899
TEMPLE COMMUNITY HOSPITAL,20084,,Private,0.022861471
THOUSAND OAKS SURGICAL HOSPITAL,20084,,Private,-0.221726031
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20084,,Private,-0.243715561
TOM REDGATE MEMORIAL RECOVERY CENTER,20084,,Private,-0.013276106
TORRANCE MEMORIAL MEDICAL CENTER,20084,,Private,-0.054185295
TRI-CITY MEDICAL CENTER,20084,,Public,0.032516425
TRI-CITY REGIONAL MEDICAL CENTER,20084,,Private,-0.032562476
TRINITY HOSPITAL,20084,,Public,0.013734397
TULARE REGIONAL MEDICAL CENTER,20084,,Public,0.041131449
TUOLUMNE GENERAL MEDICAL FACILITY,20084,,Public,0.063939609
TWIN CITIES COMMUNITY HOSPITAL,20084,,Private,0.13755166
UCSF MEDICAL CENTER,20084,,Private,0.03552789
UKIAH VALLEY MEDICAL CENTER,20084,,Private,0.036029268
UNIVERSITY OF CALIFORNIA -  DAVIS MED CENTER,20084,,Private,0.039618795
UNIVERSITY OF CALIFORNIA -  IRVINE MED CENTER,20084,,Private,0.101112738
UNIVERSITY OF CALIFORNIA -  SAN DIEGO MED CENTER,20084,,Private,0.161918754
USC KENNETH NORRIS JR. CANCER HOSPITAL,20084,,Private,-0.066477459
USC UNIVERSITY HOSPITAL,20084,,Private,0.043150204
VACA VALLEY HOSPITAL,20084,,Private,0.125212272
VALLEY PRESBYTERIAN HOSPITAL,20084,,Private,-0.047359954
VALLEYCARE MEDICAL CENTER,20084,,Private,0.022295764
VENTURA COUNTY MEDICAL CENTER,20084,,Public,0.099337668
VERDUGO HILLS HOSPITAL,20084,,Private,-0.029714335
VIBRA HOSPITAL OF SAN DIEGO,20084,,Private,0.248129928
VICTOR VALLEY COMMUNITY HOSPITAL,20084,,Private,-0.008329455
VISTA HOSPITAL OF RIVERSIDE,20084,,Private,0.093007298
VISTA SPEC HSP OF SAN GABRIEL VLY,20084,,Private,0.188686163
WASHINGTON HOSPITAL - FREMONT,20084,,Public,0.102943814
WATSONVILLE COMMUNITY HOSPITAL,20084,,Private,-0.020310543
WEST ANAHEIM MEDICAL CENTER,20084,,Private,0.073212918
WEST HILLS HOSPITAL & MEDICAL CENTER,20084,,Private,0.133004001
WESTERN MEDICAL CENTER - ANAHEIM,20084,,Private,-0.00956129
WESTERN MEDICAL CENTER - SANTA ANA,20084,,Private,0.040161542
WHITE MEMORIAL MEDICAL CENTER,20084,,Private,0.04939304
WHITTIER HOSPITAL MEDICAL CENTER,20084,,Private,0.037481704
WOODLAND MEMORIAL HOSPITAL,20084,,Private,0.031590531
AGNEWS STATE HOSPITAL,20092,,Public,0
AHMC ANAHEIM REGIONAL MEDICAL CENTER,20094,,Private,-0.009611448
ALAMEDA COUNTY MEDICAL CENTER,20094,,Public,0.090810335
ALAMEDA HOSPITAL,20094,,Private,0.004203792
ALHAMBRA HOSPITAL,20094,,Private,0.023354783
ALTA BATES SUMMIT MED CTR-ALTA BATES,20094,,Private,0.112249579
ALVARADO HOSPITAL,20094,,Private,0.006424823
ALVARADO PARKWAY INSTITUTE BHS,20094,,Private,-0.102288505
AMERICAN RECOVERY CENTER,20094,,Private,-0.033623815
ANAHEIM GENERAL HOSPITAL,20094,,Private,-0.333434904
ANTELOPE VALLEY HOSPITAL,20094,,Public,0.038900297
ARROWHEAD REGIONAL MEDICAL CENTER,20094,,Public,-0.374970914
ARROYO GRANDE COMMUNITY HOSPITAL,20094,,Private,-0.010409637
ATASCADERO STATE HOSPITAL,20094,,Public,6.26723E-05
